Empresa	Mercado	Mes	Año	Per	GM	TM	PR	D	CV	RM	CUV	OP	E1	E2	E3	E4	E56	Día
EEP S.A. E.S.P. (Cartago)	CARTAGO	Sep-20	2020	9	209,170	36,430	72,960	201,900	50,770	21,990	593,220	573,640	236,160	295,180	487,600	573,640	688,370	25
EEP S.A. E.S.P. (Cartago)	CARTAGO	Oct-20	2020	10	213,410	38,710	73,330	211,620	51,540	31,070	619,680	573,640	236,140	295,160	487,600	573,640	688,370	25
EEP S.A. E.S.P. (Cartago)	CARTAGO	Nov-20	2020	11	221,340	40,620	82,180	209,760	51,820	26,040	631,770	573,640	236,000	294,990	487,600	573,640	688,370	25
EEP S.A. E.S.P. (Cartago)	CARTAGO	Dic-20	2020	12	218,310	31,340	79,440	204,120	51,060	22,260	606,520	576,510	235,670	294,570	490,030	576,510	691,810	25
EMEESA S.A. E.S.P.	POPAYÁN - PURACÉ	Ene-20	2020	1	176,930	33,620	29,030	186,210	50,550	0,330	476,010		282,060	423,970	498,790	598,550		25
EMEESA S.A. E.S.P.	POPAYÁN - PURACÉ	Feb-20	2020	2	181,800	35,410	34,660	192,540	52,370	2,400	499,180		282,060	404,610	476,010	571,210		25
EMEESA S.A. E.S.P.	POPAYÁN - PURACÉ	Mar-20	2020	3	181,940	38,400	34,860	189,330	51,130	0,430	496,090		283,960	424,300	499,180	599,010		25
EMEESA S.A. E.S.P.	POPAYÁN - PURACÉ	Abr-20	2020	4	183,160	38,790	35,140	200,030	47,290	6,430	510,850		285,870	421,680	496,090	595,310		25
EMEESA S.A. E.S.P.	POPAYÁN - PURACÉ	May-20	2020	5	179,770	43,930	35,940	200,780	42,090	10,790	513,300		287,470	434,220	510,850	613,030		25
EMEESA S.A. E.S.P.	POPAYÁN - PURACÉ	Jun-20	2020	6	181,980	43,100	29,740	196,000	68,260	1,540	520,630		287,940	436,310	513,300	615,960		25
EMEESA S.A. E.S.P.	POPAYÁN - PURACÉ	Jul-20	2020	7	182,080	34,330	30,580	200,710	57,060	5,340	510,100		287,010	442,530	520,630	624,750		25
EMEESA S.A. E.S.P.	POPAYÁN - PURACÉ	Ago-20	2020	8	182,220	38,100	36,670	196,020	45,050	19,910	517,970		285,950	433,590	510,100	612,120		25
EMEESA S.A. E.S.P.	POPAYÁN - PURACÉ	Sep-20	2020	9	183,380	36,430	37,830	201,900	39,810	19,320	518,670		285,950	440,270	517,970	621,560		25
EMEESA S.A. E.S.P.	POPAYÁN - PURACÉ	Oct-20	2020	10	183,620	38,710	34,700	211,620	40,430	20,890	529,970		285,920	440,870	518,670	622,400		25
EMEESA S.A. E.S.P.	POPAYÁN - PURACÉ	Nov-20	2020	11	184,720	40,620	36,070	209,760	83,000	40,530	594,710		297,350	505,500	594,710	713,650		25
EMEESA S.A. E.S.P.	POPAYÁN - PURACÉ	Dic-20	2020	12														25
EMEVASI S.A. E.S.P.	SIBUNDOY	Ene-20	2020	1	218,630	33,620	40,480	218,500	155,950	0,310	666,870	666,870	273,880	342,350	558,370	656,910	788,290	25
EMEVASI S.A. E.S.P.	SIBUNDOY	Feb-20	2020	2	223,450	35,410	41,200	211,950	150,720	2,810	665,550	665,550	274,570	343,210	566,840	666,870	800,250	25
EMEVASI S.A. E.S.P.	SIBUNDOY	Mar-20	2020	3	224,250	38,400	41,530	206,460	151,720	0,720	663,080	663,080	275,730	344,670	565,710	665,550	798,660	25
EMEVASI S.A. E.S.P.	SIBUNDOY	Abr-20	2020	4	225,070	38,790	41,600	212,760	143,540	5,580	667,340	663,080	277,580	346,980	563,610	663,080	795,690	25
EMEVASI S.A. E.S.P.	SIBUNDOY	May-20	2020	5	223,390	43,930	42,820	221,000	147,300	13,680	692,120	663,080	279,150	348,930	563,610	663,080	795,690	25
EMEVASI S.A. E.S.P.	SIBUNDOY	Jun-20	2020	6	223,450	43,100	42,370	218,570	159,570	1,480	688,530	663,080	279,600	349,490	563,610	663,080	795,690	25
EMEVASI S.A. E.S.P.	SIBUNDOY	Jul-20	2020	7	223,440	34,330	42,340	212,060	152,430	6,050	670,650	663,080	278,700	348,370	563,610	663,080	795,690	25
EMEVASI S.A. E.S.P.	SIBUNDOY	Ago-20	2020	8	223,120	38,100	43,500	217,510	151,310	19,750	693,280	663,080	277,660	347,080	563,610	663,080	795,690	25
EMEVASI S.A. E.S.P.	SIBUNDOY	Sep-20	2020	9	224,520	36,430	43,070	224,210	147,280	24,430	699,940	663,080	277,660	347,080	563,610	663,080	795,690	25
EMEVASI S.A. E.S.P.	SIBUNDOY	Oct-20	2020	10	224,850	38,710	42,180	222,860	160,410	31,720	720,730	663,080	277,640	347,050	563,610	663,080	795,690	25
EMEVASI S.A. E.S.P.	SIBUNDOY	Nov-20	2020	11	226,340	40,620	42,980	146,370	215,730	26,760	698,800		279,520	349,400	593,980	698,800	838,560	25
EMEVASI S.A. E.S.P.	SIBUNDOY	Dic-20	2020	12	226,030	31,340	42,680	218,150	146,900	24,450	689,550		275,820	344,780	586,120	689,550	827,460	25
EMSA S.A. E.S.P.	META	Ene-20	2020	1	211,500	33,620	39,350	218,500	62,800	0,230	565,550	565,550	240,380	300,470	459,500	540,590	648,710	25
EMSA S.A. E.S.P.	META	Feb-20	2020	2	250,110	35,410	45,500	211,870	61,190	2,400	606,480	606,480	241,100	301,260	480,720	565,550	678,660	25
EMSA S.A. E.S.P.	META	Mar-20	2020	3	276,880	38,400	49,910	206,460	62,910	0,520	635,080	635,080	242,590	303,240	515,510	606,480	727,770	25
EMSA S.A. E.S.P.	META	Abr-20	2020	4	258,060	38,790	46,910	212,760	67,520	8,220	632,270	632,270	254,030	317,540	539,820	635,080	762,100	25
EMSA S.A. E.S.P.	META	May-20	2020	5	230,860	43,930	44,140	221,000	62,160	10,150	612,230	612,230	255,490	319,360	537,430	632,270	758,720	25
EMSA S.A. E.S.P.	META	Jun-20	2020	6	233,190	43,100	44,030	218,570	69,850	1,560	610,300	610,300	255,890	319,860	520,400	612,230	734,680	25
EMSA S.A. E.S.P.	META	Jul-20	2020	7	233,790	34,330	44,140	212,060	69,380	6,310	600,020	600,020	255,080	318,550	518,760	610,300	732,360	25
EMSA S.A. E.S.P.	META	Ago-20	2020	8	226,110	38,100	44,040	217,510	73,510	22,790	622,070	600,020	250,780	313,470	510,020	600,020	720,030	25
EMSA S.A. E.S.P.	META	Sep-20	2020	9	225,670	36,420	43,560	224,210	75,750	25,530	631,140	600,020	250,780	313,470	510,020	600,020	720,030	25
EMSA S.A. E.S.P.	META	Oct-20	2020	10	224,120	38,710	42,080	222,860	75,180	35,510	638,460	600,020	250,750	313,440	510,020	600,020	720,030	25
EMSA S.A. E.S.P.	META	Nov-20	2020	11	229,660	40,610	43,850	215,720	74,810	30,590	634,970	600,020	250,610	313,260	510,020	600,020	720,030	25
EMSA S.A. E.S.P.	META	Dic-20	2020	12	227,590	31,330	42,980	218,140	75,010	23,900	618,950	603,620	250,250	312,820	513,080	603,620	724,350	25
ENELAR S.A. E.S.P.	ARAUCA	Ene-20	2020	1	240,200	34,090	44,160	181,290	115,710	0,290	615,160	615,160	250,630	313,290	520,440	612,280	734,740	25
ENELAR S.A. E.S.P.	ARAUCA	Feb-20	2020	2	215,420	35,410	40,010	179,200	113,500	3,080	586,620	586,620	251,260	314,080	520,440	612,280	734,740	25
ENELAR S.A. E.S.P.	ARAUCA	Mar-20	2020	3	237,280	38,400	43,630	173,680	92,940	0,590	586,520	586,520	252,330	315,410	498,630	586,620	703,940	25
ENELAR S.A. E.S.P.	ARAUCA	Abr-20	2020	4	230,150	38,790	42,520	177,400	86,720	10,940	586,520	586,520	254,020	317,530	498,540	586,520	703,820	25
ENELAR S.A. E.S.P.	ARAUCA	May-20	2020	5	213,210	43,930	41,320	184,620	90,250	13,190	586,520	586,520	255,450	319,310	498,540	586,520	703,820	25
ENELAR S.A. E.S.P.	ARAUCA	Jun-20	2020	6	214,600	43,100	41,080	185,520	100,190	2,030	586,520	586,520	255,860	319,830	498,540	586,520	703,820	25
ENELAR S.A. E.S.P.	ARAUCA	Jul-20	2020	7	212,710	34,330	40,650	188,040	103,810	6,970	586,520	586,520	255,040	318,800	498,540	586,520	703,820	25
ENELAR S.A. E.S.P.	ARAUCA	Ago-20	2020	8	209,840	38,100	41,300	185,520	84,040	27,720	586,520	586,520	254,100	317,620	498,540	586,520	703,820	25
ENELAR S.A. E.S.P.	ARAUCA	Sep-20	2020	9	208,620	36,430	40,480	191,240	80,560	29,190	586,520	586,520	254,100	317,620	498,540	586,520	703,820	25
ENELAR S.A. E.S.P.	ARAUCA	Oct-20	2020	10	205,640	38,710	39,100	194,570	66,160	42,340	586,520	586,520	254,070	317,590	498,540	586,520	703,820	25
ENELAR S.A. E.S.P.	ARAUCA	Nov-20	2020	11	211,750	40,620	40,690	190,110	67,020	36,340	586,520	586,520	254,720	318,410	498,540	586,520	703,820	25
ENELAR S.A. E.S.P.	ARAUCA	Dic-20	2020	12	208,810	31,340	39,850	193,100	83,840	29,580	586,520	586,520	254,360	317,950	498,540	586,520	703,820	25
ENERCA S.A. E.S.P.	CASANARE	Ene-20	2020	1	231,200	33,620	42,560	218,500	55,940	0,360	581,470	581,470	261,800	327,250	486,040	571,820	686,180	25
ENERCA S.A. E.S.P.	CASANARE	Feb-20	2020	2	257,550	35,410	46,740	211,950	54,360	3,110	609,120	609,120	262,450	328,070	494,250	581,470	697,770	25
ENERCA S.A. E.S.P.	CASANARE	Mar-20	2020	3	294,490	38,400	52,770	206,460	54,980	0,670	647,760	647,760	263,570	329,460	517,750	609,120	730,950	25
ENERCA S.A. E.S.P.	CASANARE	Abr-20	2020	4	276,040	38,790	49,820	212,760	57,440	8,510	643,350	643,350	265,340	331,670	550,600	647,760	777,320	25
ENERCA S.A. E.S.P.	CASANARE	May-20	2020	5	236,660	43,930	45,110	221,000	51,750	11,040	609,490	609,490	266,830	333,530	546,850	643,350	772,020	25
ENERCA S.A. E.S.P.	CASANARE	Jun-20	2020	6	241,190	43,100	45,360	218,570	52,690	2,150	603,060	603,060	267,260	334,070	518,060	609,490	731,380	25
ENERCA S.A. E.S.P.	CASANARE	Jul-20	2020	7	233,560	34,330	44,130	212,050	60,760	5,820	590,660	590,660	264,440	330,550	512,600	603,060	723,670	25
ENERCA S.A. E.S.P.	CASANARE	Ago-20	2020	8	219,770	38,100	42,980	217,510	56,070	31,670	606,100	590,660	265,410	331,760	502,060	590,660	708,790	25
ENERCA S.A. E.S.P.	CASANARE	Sep-20	2020	9	223,210	36,430	42,920	224,210	62,440	33,210	622,420	590,660	265,410	331,760	515,180	590,660	708,790	25
ENERCA S.A. E.S.P.	CASANARE	Oct-20	2020	10	220,670	38,710	41,540	222,860	61,570	34,520	619,870	590,660	265,410	331,760	502,060	590,660	708,790	25
ENERCA S.A. E.S.P.	CASANARE	Nov-20	2020	11	234,410	40,620	44,420	215,730	57,710	36,900	629,790	590,660	265,410	331,760	502,060	590,660	708,790	25
ENERCA S.A. E.S.P.	CASANARE	Dic-20	2020	12	220,710	31,340	41,830	218,150	59,580	31,280	602,890	594,150	265,690	332,110	505,030	594,150	712,980	25
ENERGUVIARE E.S.P.	GUAVIARE	Ene-20	2020	1	220,290	33,620	40,770	152,340	117,720	0,330	564,410	564,410	233,870	292,340	467,510	550,010	660,010	25
ENERGUVIARE E.S.P.	GUAVIARE	Feb-20	2020	2	223,010	35,410	41,110	152,970	111,120	2,410	566,040	566,040	234,460	293,080	479,750	564,410	677,290	25
ENERGUVIARE E.S.P.	GUAVIARE	Mar-20	2020	3	286,030	38,400	51,360	154,630	111,250	0,560	642,220	571,700	235,460	294,320	481,130	566,040	679,240	25
ENERGUVIARE E.S.P.	GUAVIARE	Abr-20	2020	4	287,380	38,790	51,570	155,690	115,520	8,310	657,250	571,700	237,040	296,300	485,940	571,700	686,040	25
ENERGUVIARE E.S.P.	GUAVIARE	May-20	2020	5	285,550	43,930	53,060	159,860	105,670	9,380	657,440	571,700	238,370	297,960	485,940	571,700	686,040	25
ENERGUVIARE E.S.P.	GUAVIARE	Jun-20	2020	6	285,690	43,100	52,490	157,280	115,490	1,460	655,510	571,700	238,750	298,440	485,940	571,700	686,040	25
ENERGUVIARE E.S.P.	GUAVIARE	Jul-20	2020	7	285,620	34,350	52,810	161,120	119,710	6,100	659,700	571,700	237,990	297,480	485,940	571,700	686,040	25
ENERGUVIARE E.S.P.	GUAVIARE	Ago-20	2020	8	220,170	38,110	43,030	158,390	125,990	20,330	606,010	571,700	237,110	296,380	485,940	571,700	686,040	25
ENERGUVIARE E.S.P.	GUAVIARE	Sep-20	2020	9	219,440	36,430	42,260	159,260	120,600	24,780	602,780	571,700	237,110	296,380	485,940	571,700	686,040	25
ENERGUVIARE E.S.P.	GUAVIARE	Oct-20	2020	10	218,120	38,710	40,880	159,980	128,800	32,050	618,550	571,700	237,080	296,350	485,940	571,700	686,040	25
ENERGUVIARE E.S.P.	GUAVIARE	Nov-20	2020	11	221,270	40,600	42,200	159,770	119,270	29,150	612,250	571,700	236,970	296,200	485,940	571,700	686,040	25
ENERGUVIARE E.S.P.	GUAVIARE	Dic-20	2020	12	219,640	31,340	41,630	160,540	120,900	25,280	599,320	574,560	236,630	295,770	488,370	574,560	689,470	25
EPM E.S.P.	ANTIOQUIA CREG 078/07	Ene-20	2020	1	210,500	38,790	38,930	191,790	45,600	0,250	520,200	520,200	222,600	278,250	441,380	519,270	623,120	25
EPM E.S.P.	ANTIOQUIA CREG 078/07	Feb-20	2020	2	228,240	35,410	48,980	206,680	46,020	2,030	567,360	567,360	223,160	278,950	442,170	520,200	624,240	25
EPM E.S.P.	ANTIOQUIA CREG 078/07	Mar-20	2020	3	252,780	38,400	53,040	211,270	47,610	0,520	603,620	567,360	226,940	283,680	482,260	567,360	680,830	25
EPM E.S.P.	ANTIOQUIA CREG 078/07	Abr-20	2020	4	229,130	38,790	49,090	222,320	49,400	7,590	596,320	567,360	228,460	285,580	482,260	567,360	680,830	25
EPM E.S.P.	ANTIOQUIA CREG 078/07	May-20	2020	5	216,570	43,930	48,650	215,930	46,920	5,110	577,100	567,360	229,750	287,190	482,260	567,360	680,830	25
EPM E.S.P.	ANTIOQUIA CREG 078/07	Jun-20	2020	6	221,400	43,100	48,920	206,400	48,550	4,550	572,920	567,360	230,120	287,650	482,260	567,360	680,830	25
EPM E.S.P.	ANTIOQUIA CREG 078/07	Jul-20	2020	7	222,300	34,330	48,930	217,220	52,030	6,410	581,220	567,360	229,380	286,730	482,260	567,360	680,830	25
EPM E.S.P.	ANTIOQUIA CREG 078/07	Ago-20	2020	8	214,870	38,100	49,400	216,880	50,710	19,900	589,850	567,360	228,530	285,670	482,260	567,360	680,830	25
EPM E.S.P.	ANTIOQUIA CREG 078/07	Sep-20	2020	9	215,180	36,430	49,650	218,650	51,490	21,800	593,190	567,360	228,530	285,670	482,260	567,360	680,830	25
EPM E.S.P.	ANTIOQUIA CREG 078/07	Oct-20	2020	10	214,380	38,710	47,900	210,590	50,830	29,900	592,310	567,360	228,510	285,640	482,260	567,360	680,830	25
EPM E.S.P.	ANTIOQUIA CREG 078/07	Nov-20	2020	11	218,610	40,620	49,180	210,230	50,250	26,020	594,900	567,360	228,380	285,480	482,260	567,360	680,830	25
EPM E.S.P.	ANTIOQUIA CREG 078/07	Dic-20	2020	12	216,460	31,340	48,640	211,370	50,320	21,420	579,540	570,200	228,080	285,100	484,670	570,200	684,230	25
ESSA S.A. E.S.P.	SANTANDER	Ene-20	2020	1	219,077	33,623	44,540	191,795	53,368	-0,542	541,861	541,861	223,433	279,291	450,642	530,167	636,201	25
ESSA S.A. E.S.P.	SANTANDER	Feb-20	2020	2	233,235	35,413	53,494	206,677	52,426	2,726	583,971	583,971	223,994	279,992	460,582	541,861	650,233	25
ESSA S.A. E.S.P.	SANTANDER	Mar-20	2020	3	253,743	38,396	56,239	211,274	55,431	0,764	615,848	583,971	233,588	291,985	496,375	583,971	700,765	25
ESSA S.A. E.S.P.	SANTANDER	Abr-20	2020	4	239,047	38,791	53,466	222,323	56,790	5,359	615,775	583,971	235,157	293,946	496,375	583,971	700,765	25
ESSA S.A. E.S.P.	SANTANDER	May-20	2020	5	217,241	43,925	51,289	215,932	54,811	12,525	595,722	583,971	236,479	295,599	496,375	583,971	700,765	25
ESSA S.A. E.S.P.	SANTANDER	Jun-20	2020	6	230,638	43,100	53,152	206,398	57,165	1,693	592,145	583,971	236,860	296,075	496,375	583,971	700,765	25
ESSA S.A. E.S.P.	SANTANDER	Jul-20	2020	7	218,255	34,330	51,182	217,218	58,526	5,998	585,508	583,971	236,098	295,123	496,375	583,971	700,765	25
ESSA S.A. E.S.P.	SANTANDER	Ago-20	2020	8	211,951	38,096	52,340	216,884	58,528	20,652	598,450	583,971	235,224	294,030	496,375	583,971	700,765	25
ESSA S.A. E.S.P.	SANTANDER	Sep-20	2020	9	213,418	36,425	50,983	218,650	58,742	22,424	600,641	583,971	235,224	294,030	496,375	583,971	700,765	25
ESSA S.A. E.S.P.	SANTANDER	Oct-20	2020	10	213,696	38,712	50,154	210,590	60,057	32,642	605,851	583,971	235,202	294,002	496,375	583,971	700,765	25
ESSA S.A. E.S.P.	SANTANDER	Nov-20	2020	11	218,317	40,618	51,628	210,228	60,929	26,544	608,263	583,971	235,068	293,835	496,375	583,971	700,765	25
ESSA S.A. E.S.P.	SANTANDER	Dic-20	2020	12	216,755	31,340	50,278	211,365	59,876	23,100	592,714	586,890	234,756	293,445	498,857	586,890	704,268	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Ene-20	2020	1	251,495	33,623	44,838	191,791	42,950	-0,318	564,379	564,379				573,226	687,871	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Feb-20	2020	2	224,298	35,413	40,429	206,677	40,639	1,830	549,286	549,286				564,379	677,255	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Mar-20	2020	3	243,099	38,396	43,507	211,274	38,267	0,419	574,962	574,962				549,286	659,144	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Abr-20	2020	4	222,074	38,791	40,214	222,323	43,307	7,045	573,754	573,754				574,962	689,954	25
RUITOQUE S.A. E.S.P.	RUITOQUE	May-20	2020	5	215,250	43,930	40,740	215,930	42,230	9,360	567,430	567,430				573,754	688,505	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Jun-20	2020	6	222,320	43,100	41,380	206,398	44,310	1,290	558,800	558,800				567,430	680,916	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Jul-20	2020	7	222,271	34,330	41,355	217,218	42,113	5,336	562,622	558,794				558,800	670,560	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Ago-20	2020	8	210,140	38,100	40,490	216,880	43,680	17,690	566,980	558,790				558,794	670,553	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Sep-20	2020	9	209,240	36,430	39,720	218,650	43,580	19,510	567,130	558,790				558,794	670,553	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Oct-20	2020	10	206,050	38,710	33,600	210,590	42,170	27,860	558,980	558,790				558,790	670,548	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Nov-20	2020	11	215,570	40,620	35,820	209,190	41,580	23,600	566,380	558,790				558,790	670,548	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Dic-20	2020	12	211,330	31,340	35,040	211,370	51,550	20,130	560,750	562,150				562,150	674,580	25
ELECTRICARIBE S.A. E.S.P.	COSTA CARIBE	Ene-20	2020	1	233,490	33,620	43,050	132,970	66,090	0,120	509,340	509,340	218,467	273,084	432,940	509,338	611,206	25
ELECTRICARIBE S.A. E.S.P.	COSTA CARIBE	Feb-20	2020	2	263,908	35,413	47,857	122,237	68,119	2,772	540,307	540,307	219,393	274,241	459,260	540,307	648,368	25
ELECTRICARIBE S.A. E.S.P.	COSTA CARIBE	Mar-20	2020	3	282,240	38,396	50,880	111,079	69,654	0,944	553,193	553,193	221,280	276,600	470,210	553,190	663,828	25
ELECTRICARIBE S.A. E.S.P.	COSTA CARIBE	Abr-20	2020	4	283,152	38,790	51,041	120,265	73,552	6,290	573,091	553,193	222,520	278,160	470,210	553,190	663,828	25
ELECTRICARIBE S.A. E.S.P.	COSTA CARIBE	May-20	2020	5	254,810	43,930	48,200	136,000	76,060	14,570	573,580	553,193	222,880	278,610	470,210	553,190	663,828	25
ELECTRICARIBE S.A. E.S.P.	COSTA CARIBE	Jun-20	2020	6	281,120	43,100	51,950	134,170	75,620	2,260	588,220	553,193	222,160	277,710	470,210	553,190	663,828	25
ELECTRICARIBE S.A. E.S.P.	COSTA CARIBE	Jul-20	2020	7	249,560	34,330	47,480	136,250	79,240	7,460	554,330	553,193	221,340	276,690	470,210	553,190	663,830	25
ELECTRICARIBE S.A. E.S.P.	COSTA CARIBE	Ago-20	2020	8	200,010	38,100	40,220	134,570	76,560	23,990	513,450	553,193	221,340	276,690	470,210	553,190	663,830	25
ELECTRICARIBE S.A. E.S.P.	COSTA CARIBE	Sep-20	2020	9	200,070	36,430	40,430	134,420	72,200	25,550	509,080	546,420	218,630	273,300	464,460	546,420	655,700	25
ELECTRICARIBE S.A. E.S.P.	COSTA CARIBE	Oct-20	2020	10														25
ELECTRICARIBE S.A. E.S.P.	COSTA CARIBE	Nov-20	2020	11														25
ELECTRICARIBE S.A. E.S.P.	COSTA CARIBE	Dic-20	2020	12														25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Ene-21	2021	1	211,680	36,100	60,230	206,300	63,490	20,960	598,760	597,650	239,980	299,980	508,010	597,650	717,180	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Feb-21	2021	2	215,700	43,960	62,380	218,230	64,540	22,840	627,650	601,240	240,960	301,200	511,060	601,240	721,490	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Mar-21	2021	3	238,950	41,180	66,300	220,970	69,040	13,560	650,000	604,850	242,410	303,010	514,120	604,850	725,820	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Abr-21	2021	4	224,830	36,080	58,050	216,480	68,550	21,410	625,390	608,480	243,640	304,550	517,200	608,480	730,170	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	May-21	2021	5	225,940	36,320	58,420	223,250	67,950	22,570	634,460	612,130	245,090	306,360	520,310	612,130	734,550	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Jun-21	2021	6	221,850	47,930	60,120	236,600	67,930	13,030	647,460	615,800	246,560	308,200	523,430	615,800	738,960	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Jul-21	2021	7	224,970	41,570	59,560	231,740	66,600	27,600	652,040	619,490	247,800	309,750	526,570	619,490	743,390	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Ago-21	2021	8	216,200	40,280	56,790	224,310	66,320	35,190	639,100	623,210	249,280	311,610	529,730	623,210	747,850	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Sep-21	2021	9	223,180	36,970	57,600	226,430	66,760	36,610	647,540	626,950	250,780	313,480	532,910	626,950	752,340	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Oct-21	2021	10	223,290	38,070	58,190	235,510	65,110	36,750	656,920	630,710	252,290	315,360	536,110	630,710	756,860	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Nov-21	2021	11	228,340	37,310	58,770	241,230	64,740	40,810	671,200	634,500	253,800	317,250	539,320	634,500	761,400	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Dic-21	2021	12	233,770	38,050	59,920	231,820	64,890	41,230	669,680	638,300	255,320	319,150	542,560	638,300	765,960	25
CEO S.A.S. E.S.P.	CAUCA	Ene-21	2021	1	198,200	36,100	40,300	200,130	129,970	22,690	627,380		250,950	313,690	533,280	627,380	752,860	25
CEO S.A.S. E.S.P.	CAUCA	Feb-21	2021	2	225,720	43,960	45,240	208,990	130,410	21,930	676,270		270,510	338,130	574,830	676,270	811,520	25
CEO S.A.S. E.S.P.	CAUCA	Mar-21	2021	3	229,810	41,180	45,300	214,110	138,510	12,910	681,820		272,730	340,910	579,550	681,820	818,190	25
CEO S.A.S. E.S.P.	CAUCA	Abr-21	2021	4	232,270	36,080	57,710	212,540	138,800	21,750	699,160		279,660	349,580	594,280	699,160	838,990	25
CEO S.A.S. E.S.P.	CAUCA	May-21	2021	5	237,150	36,320	58,740	216,200	139,500	21,060	708,970		283,590	354,490	602,630	708,970	850,770	25
CEO S.A.S. E.S.P.	CAUCA	Jun-21	2021	6	231,830	47,930	60,180	231,190	141,790	11,160	724,080		289,630	362,040	615,460	724,080	868,890	25
CEO S.A.S. E.S.P.	CAUCA	Jul-21	2021	7	233,490	41,570	59,450	227,170	145,660	29,530	736,870		294,750	368,430	626,340	736,870	884,240	25
CEO S.A.S. E.S.P.	CAUCA	Ago-21	2021	8	240,910	40,280	59,950	222,330	146,800	33,090	743,370		297,350	371,680	631,860	743,370	892,040	25
CEO S.A.S. E.S.P.	CAUCA	Sep-21	2021	9	237,810	36,970	58,710	217,170	146,230	34,060	730,960		292,380	365,480	621,310	730,960	877,150	25
CEO S.A.S. E.S.P.	CAUCA	Oct-21	2021	10	244,460	38,070	53,400	229,120	141,410	34,960	741,420		296,570	370,710	630,210	741,420	889,700	25
CEO S.A.S. E.S.P.	CAUCA	Nov-21	2021	11	248,850	37,310	61,010	232,340	145,840	42,130	767,470		306,990	383,740	652,350	767,470	920,970	25
CEO S.A.S. E.S.P.	CAUCA	Dic-21	2021	12	249,800	38,050	61,260	222,280	147,870	37,940	757,190		302,880	378,600	643,620	757,190	908,630	25
CETSA S.A. E.S.P.	TULUA	Ene-21	2021	1	237,880	36,100	44,560	200,130	57,920	21,740	598,330	569,910	229,650	287,050	484,420	569,910	683,890	25
CETSA S.A. E.S.P.	TULUA	Feb-21	2021	2	248,630	43,960	42,370	208,990	57,570	20,610	622,120	575,610	230,590	288,220	489,270	575,610	690,730	25
CETSA S.A. E.S.P.	TULUA	Mar-21	2021	3	252,160	41,180	44,910	214,110	59,630	13,070	625,070	579,060	231,970	289,950	492,200	579,060	694,870	25
CETSA S.A. E.S.P.	TULUA	Abr-21	2021	4	256,630	36,080	46,040	212,540	61,180	20,520	633,000	582,540	233,150	291,420	495,160	582,540	699,050	25
CETSA S.A. E.S.P.	TULUA	May-21	2021	5	261,020	36,320	46,750	216,200	60,760	19,300	640,350	586,030	234,540	293,160	498,130	586,030	703,240	25
CETSA S.A. E.S.P.	TULUA	Jun-21	2021	6	267,590	47,930	49,700	231,190	61,240	11,250	668,900	589,550	235,950	294,920	501,120	589,550	707,460	25
CETSA S.A. E.S.P.	TULUA	Jul-21	2021	7	270,370	41,570	49,240	227,170	62,540	28,570	679,460	593,090	237,240	296,540	504,130	593,090	711,710	25
CETSA S.A. E.S.P.	TULUA	Ago-21	2021	8	273,490	40,280	48,760	222,330	63,860	36,550	685,270	600,210	240,080	300,100	510,180	600,210	720,250	25
CETSA S.A. E.S.P.	TULUA	Sep-21	2021	9	274,310	36,970	48,430	217,170	67,450	37,190	681,520	607,410	242,960	303,710	516,300	607,410	728,890	25
CETSA S.A. E.S.P.	TULUA	Oct-21	2021	10	277,250	38,070	49,360	229,120	65,870	32,210	691,880	614,700	245,880	307,350	522,500	614,700	737,640	25
CETSA S.A. E.S.P.	TULUA	Nov-21	2021	11	280,900	37,310	49,490	232,340	61,260	38,450	699,750	622,080	248,830	311,040	528,770	622,080	746,500	25
CETSA S.A. E.S.P.	TULUA	Dic-21	2021	12	281,840	38,050	49,630	222,280	60,870	38,740	691,410	640,740	256,300	320,370	544,630	640,740	768,890	25
CHEC S.A. E.S.P.	CALDAS	Ene-21	2021	1	211,020	36,100	45,630	206,680	78,370	22,640	600,450	608,980	246,290	304,490	517,630	608,980	730,780	25
