Empresa	Mercado	Mes	Año	Per	GM	TM	PR	D	CV	RM	CUV	OP	E1	E2	E3	E4	E56	Día
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Jul-22	2022	7	292,090	41,910	55,450	306,580	99,770	54,710	850,500		340,200	425,250	722,920	850,500	1020,600	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Ago-22	2022	8	295,950	52,120	42,570	310,190	103,650	68,510	873,000		349,200	436,500	742,050	873,000	1047,600	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Sep-22	2022	9	292,860	50,840	53,870	306,790	106,780	44,730	855,900		342,360	427,950	727,510	855,900	1027,080	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Oct-22	2022	10	293,120	46,170	53,460	305,380	103,790	30,190	832,100		332,840	416,050	707,280	832,100	998,520	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Nov-22	2022	11	291,530	47,100	64,590	299,890	101,470	28,110	832,700		333,080	416,350	707,790	832,700	999,240	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Dic-22	2022	12	292,890	50,310	53,970	305,130	98,950	34,950	836,200		334,480	418,100	710,770	836,200	1003,440	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Ene-22	2022	1	282,380	43,680	51,160	238,600	77,060	19,410	712,290		284,920	356,150	605,450	712,290	854,750	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Feb-22	2022	2	281,410	45,130	51,590	256,350	76,910	23,120	734,510		293,810	367,260	624,340	734,510	881,420	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Mar-22	2022	3	306,110	43,110	55,120	267,770	79,320	19,490	770,930	738,920	295,570	369,460	628,080	738,920	886,710	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Abr-22	2022	4	263,010	40,330	49,120	267,270	82,960	33,320	736,000	746,310	298,520	373,160	634,360	746,310	895,570	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	May-22	2022	5	253,480	40,980	48,690	254,580	81,110	39,060	717,900	708,370	301,510	376,890	640,710	753,770	904,530	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Jun-22	2022	6	263,100	49,520	50,800	320,410	81,950	54,540	820,320	765,080	306,030	382,540	650,320	765,080	918,100	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Jul-22	2022	7	280,180	41,910	52,780	328,930	82,910	50,830	837,530	776,560	310,620	388,280	660,070	776,560	931,870	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Ago-22	2022	8	281,140	52,120	54,600	335,400	87,070	65,700	876,030	807,620	323,050	403,810	686,480	807,620	969,140	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Sep-22	2022	9	283,400	50,850	55,470	314,860	87,970	42,900	835,450	835,080	334,030	417,540	709,820	835,080	1002,090	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Oct-22	2022	10	292,730	46,170	56,170	303,000	75,580	27,580	801,230	800,840	320,340	400,420	680,710	800,840	961,010	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Nov-22	2022	11	292,500	47,100	55,960	305,310	75,690	25,770	802,320	800,840	320,340	400,420	680,710	800,840	961,010	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Dic-22	2022	12	283,200	50,310	55,260	307,610	75,320	34,370	806,060	807,000	322,800	403,500	685,950	807,000	968,400	25
AIR-E S.A.S. E.S.P.	CARIBE SOL	Ene-22	2022	1	267,410	43,680	294,530	134,640	122,870	25,080	888,220	715,960	286,380	357,980	608,560	715,960	859,150	25
AIR-E S.A.S. E.S.P.	CARIBE SOL	Feb-22	2022	2	268,280	45,130	296,960	134,670	124,150	28,460	897,640	720,250	288,100	360,130	612,220	720,250	864,300	25
AIR-E S.A.S. E.S.P.	CARIBE SOL	Mar-22	2022	3	290,460	43,110	308,460	137,460	125,560	26,210	931,260	727,460	290,980	363,730	618,340	727,460	872,950	25
AIR-E S.A.S. E.S.P.	CARIBE SOL	Abr-22	2022	4	271,160	40,330	278,170	156,730	137,270	43,570	927,230	759,460	303,790	379,730	645,540	759,460	911,360	25
AIR-E S.A.S. E.S.P.	CARIBE SOL	May-22	2022	5	275,150	40,930	280,400	162,650	135,050	52,370	946,600	767,060	306,830	383,530	652,000	767,060	920,470	25
AIR-E S.A.S. E.S.P.	CARIBE SOL	Jun-22	2022	6	281,970	49,520	287,180	162,720	132,300	75,900	989,600	805,410	322,160	402,710	684,600	805,410	966,490	25
AIR-E S.A.S. E.S.P.	CARIBE SOL	Jul-22	2022	7	290,910	41,910	189,260	183,970	138,620	61,430	906,100	854,540	341,820	427,270	726,360	854,540	1025,450	25
AIR-E S.A.S. E.S.P.	CARIBE SOL	Ago-22	2022	8	284,080	52,120	184,330	184,880	123,540	87,700	916,650	863,090	345,230	431,540	733,620	863,090	1035,700	25
AIR-E S.A.S. E.S.P.	CARIBE SOL	Sep-22	2022	9	285,760	50,850	184,420	185,560	129,430	55,660	891,690	868,270	347,310	434,130	738,030	868,270	1041,920	25
AIR-E S.A.S. E.S.P.	CARIBE SOL	Oct-22	2022	10	294,490	46,170	185,240	180,970	124,030	34,460	865,350	841,920	336,770	420,960	715,640	841,920	1010,310	25
AIR-E S.A.S. E.S.P.	CARIBE SOL	Nov-22	2022	11	291,700	47,100	184,250	180,460	123,380	32,760	859,650	836,230	334,490	418,110	710,790	836,230	1003,470	25
AIR-E S.A.S. E.S.P.	CARIBE SOL	Dic-22	2022	12	290,970	50,310	189,010	188,050	123,740	41,460	883,530	845,170	338,070	422,580	718,390	845,170	1014,200	25
CARIBEMAR DE LA COSTA S.A.S. E.S.P. (AFINIA)	CARIBE MAR	Ene-22	2022	1	292,780	43,680	235,510	171,690	119,940	24,750	888,360	615,670	246,270	307,840	523,320	615,670	738,800	25
CARIBEMAR DE LA COSTA S.A.S. E.S.P. (AFINIA)	CARIBE MAR	Feb-22	2022	2	267,100	45,130	224,770	180,760	123,070	29,780	870,610	634,140	253,660	317,070	539,020	634,140	760,970	25
CARIBEMAR DE LA COSTA S.A.S. E.S.P. (AFINIA)	CARIBE MAR	Mar-22	2022	3	298,720	43,110	239,050	186,750	121,620	26,890	916,140	665,850	266,340	332,920	565,970	665,850	799,020	25
CARIBEMAR DE LA COSTA S.A.S. E.S.P. (AFINIA)	CARIBE MAR	Abr-22	2022	4	276,500	40,330	218,650	187,090	133,430	42,120	898,120	699,140	279,660	349,570	594,270	699,140	838,970	25
CARIBEMAR DE LA COSTA S.A.S. E.S.P. (AFINIA)	CARIBE MAR	May-22	2022	5	280,400	40,980	222,340	208,050	123,350	49,870	924,990	727,180	290,870	363,590	618,100	727,180	872,610	25
CARIBEMAR DE LA COSTA S.A.S. E.S.P. (AFINIA)	CARIBE MAR	Jun-22	2022	6	258,280	49,520	205,130	210,100	125,760	68,730	917,540	756,260	302,500	378,130	642,820	756,260	907,510	25
CARIBEMAR DE LA COSTA S.A.S. E.S.P. (AFINIA)	CARIBE MAR	Jul-22	2022	7	275,880	41,910	152,030	220,330	125,860	63,510	879,520	794,080	317,630	397,040	674,960	794,080	952,890	25
CARIBEMAR DE LA COSTA S.A.S. E.S.P. (AFINIA)	CARIBE MAR	Ago-22	2022	8	265,250	52,120	151,450	220,800	124,710	84,150	898,480	817,900	327,160	408,950	695,210	817,900	981,480	25
CARIBEMAR DE LA COSTA S.A.S. E.S.P. (AFINIA)	CARIBE MAR	Sep-22	2022	9	271,480	50,850	148,880	221,720	121,820	53,170	867,910	822,800	330,500	413,130	699,380	822,800	987,370	25
CARIBEMAR DE LA COSTA S.A.S. E.S.P. (AFINIA)	CARIBE MAR	Oct-22	2022	10	272,160	46,170	146,520	224,500	118,120	34,410	841,870	798,120	320,590	400,740	678,400	798,120	957,740	25
CARIBEMAR DE LA COSTA S.A.S. E.S.P. (AFINIA)	CARIBE MAR	Nov-22	2022	11	269,010	47,100	145,220	240,940	118,870	32,020	853,160	798,120	320,590	400,740	678,400	798,120	957,740	25
CARIBEMAR DE LA COSTA S.A.S. E.S.P. (AFINIA)	CARIBE MAR	Dic-22	2022	12	283,240	50,310	153,340	233,670	123,180	41,330	885,060	798,120	323,060	403,820	678,400	798,120	957,740	25
ELECTROCAQUETÁ S.A. E.S.P.	CAQUETÁ	Ene-22	2022	1	279,880	41,290	51,940	169,900	110,760	23,200	676,970	677,830	288,820	361,020	576,160	677,830	813,400	25
ELECTROCAQUETÁ S.A. E.S.P.	CAQUETÁ	Feb-22	2022	2	283,320	45,130	53,150	174,210	110,130	26,670	692,600	683,930	293,620	367,020	581,340	683,930	820,720	25
ELECTROCAQUETÁ S.A. E.S.P.	CAQUETÁ	Mar-22	2022	3	348,880	43,110	63,470	187,020	111,020	20,440	773,950	690,090	298,410	373,010	586,570	690,090	828,100	25
ELECTROCAQUETÁ S.A. E.S.P.	CAQUETÁ	Abr-22	2022	4	242,830	40,330	46,140	200,060	114,510	39,390	683,260	696,300	301,400	376,740	591,850	696,300	835,560	25
ELECTROCAQUETÁ S.A. E.S.P.	CAQUETÁ	May-22	2022	5	188,590	40,980	37,770	245,350	124,910	42,740	680,340	702,560	305,140	381,430	597,180	702,560	843,080	25
ELECTROCAQUETÁ S.A. E.S.P.	CAQUETÁ	Jun-22	2022	6	202,360	49,520	41,050	242,180	116,810	64,180	716,090	708,890	307,710	384,640	602,550	708,890	850,660	25
ELECTROCAQUETÁ S.A. E.S.P.	CAQUETÁ	Jul-22	2022	7	204,890	41,910	40,640	306,580	128,150	40,640	780,380	715,270	309,300	386,630	607,980	715,270	858,320	25
ELECTROCAQUETÁ S.A. E.S.P.	CAQUETÁ	Ago-22	2022	8	209,720	52,120	74,680	310,190	125,040	42,900	814,650	721,700	311,780	389,730	613,450	721,700	866,040	25
ELECTROCAQUETÁ S.A. E.S.P.	CAQUETÁ	Sep-22	2022	9	243,210	50,840	48,570	306,790	128,220	48,570	826,160	728,200	314,970	393,710	618,970	728,200	873,840	25
ELECTROCAQUETÁ S.A. E.S.P.	CAQUETÁ	Oct-22	2022	10	276,030	49,810	53,880	305,380	126,420	32,350	843,870	728,200	314,970	393,710	618,970	728,200	873,840	25
ELECTROCAQUETÁ S.A. E.S.P.	CAQUETÁ	Nov-22	2022	11	280,990	47,100	54,220	299,890	124,800	29,520	836,530	720,920	311,800	389,740	612,780	720,920	865,100	25
ELECTROCAQUETÁ S.A. E.S.P.	CAQUETÁ	Dic-22	2022	12	259,660	50,310	51,400	305,130	120,140	38,370	825,000	728,630	322,640	403,300	619,340	728,630	874,360	25
ELECTROHUILA S.A. E.S.P.	HUILA	Ene-22	2022	1	285,560	43,680	73,630	205,430	103,040	21,280	732,620	688,020	275,210	344,010	584,810	688,020	825,620	25
ELECTROHUILA S.A. E.S.P.	HUILA	Feb-22	2022	2	271,200	45,130	72,350	208,540	104,170	24,430	725,820	694,210	278,200	347,760	590,080	694,210	833,050	25
ELECTROHUILA S.A. E.S.P.	HUILA	Mar-22	2022	3	311,520	43,110	79,710	218,320	101,170	22,210	776,030	700,460	280,180	350,230	595,390	700,460	840,550	25
ELECTROHUILA S.A. E.S.P.	HUILA	Abr-22	2022	4	265,380	40,330	72,300	227,840	110,070	35,660	751,570	717,970	287,190	358,980	610,270	717,970	861,560	25
ELECTROHUILA S.A. E.S.P.	HUILA	May-22	2022	5	249,140	40,980	70,890	228,160	115,570	42,050	746,790	735,920	294,370	367,960	625,530	735,920	883,100	25
ELECTROHUILA S.A. E.S.P.	HUILA	Jun-22	2022	6	248,480	49,520	72,510	234,330	108,950	59,390	773,170	740,330	296,130	370,170	629,280	740,330	888,400	25
ELECTROHUILA S.A. E.S.P.	HUILA	**Jul-22	2022	7	249,110	41,910	71,880	243,760	112,300	54,490	773,450	749,220	299,690	374,610	636,830	749,220	899,060	25
ELECTROHUILA S.A. E.S.P.	HUILA	Ago-22	2022	8	255,010	52,120	58,950	246,370	111,200	67,270	790,920	771,690	308,680	385,850	655,940	771,690	926,030	25
ELECTROHUILA S.A. E.S.P.	HUILA	Sep-22	2022	9	260,510	50,840	60,700	247,750	114,630	49,150	783,610	794,840	317,940	397,420	675,620	794,840	953,810	25
ELECTROHUILA S.A. E.S.P.	HUILA	Oct-22	2022	10	291,350	46,170	64,940	251,480	112,510	27,920	794,370	794,840	317,940	397,420	675,620	794,840	953,810	25
ELECTROHUILA S.A. E.S.P.	HUILA	Nov-22	2022	11	300,660	47,100	66,460	258,430	110,050	27,160	809,860	794,840	317,940	397,420	675,620	794,840	953,810	25
ELECTROHUILA S.A. E.S.P.	HUILA	Dic-22	2022	12	270,450	50,310	61,960	241,940	114,420	35,790	774,860	800,960	320,380	400,480	680,810	800,960	961,150	25
EMCALI E.I.C.E. E.S.P.	CALI - YUMBO - PUERTO TEJADA	Ene-22	2022	1	257,220	43,680	41,960	230,510	52,790	20,680	646,840	704,520	281,810	352,260	598,840	704,520	845,430	25
EMCALI E.I.C.E. E.S.P.	CALI - YUMBO - PUERTO TEJADA	Feb-22	2022	2	317,880	45,130	50,230	252,310	54,700	23,590	743,840	725,660	290,260	362,830	616,810	725,660	870,790	25
EMCALI E.I.C.E. E.S.P.	CALI - YUMBO - PUERTO TEJADA	Mar-22	2022	3	299,700	43,110	47,920	260,180	57,540	19,390	727,840	761,940	304,780	380,970	647,650	761,940	914,330	25
EMCALI E.I.C.E. E.S.P.	CALI - YUMBO - PUERTO TEJADA	Abr-22	2022	4	288,840	40,330	56,750	258,500	57,850	33,140	735,420	769,560	307,820	384,780	654,130	769,560	923,470	25
EMCALI E.I.C.E. E.S.P.	CALI - YUMBO - PUERTO TEJADA	May-22	2022	5	290,640	40,980	57,940	262,270	57,570	41,200	750,610	808,040	323,220	404,020	686,830	808,040	969,650	25
EMCALI E.I.C.E. E.S.P.	CALI - YUMBO - PUERTO TEJADA	Jun-22	2022	6	292,350	49,520	59,090	276,020	60,300	56,450	793,730	830,750	332,300	415,370	706,140	830,750	996,900	25
EMCALI E.I.C.E. E.S.P.	CALI - YUMBO - PUERTO TEJADA	Jul-22	2022	7	304,960	41,910	60,610	282,520	60,390	50,460	800,860	800,960	320,380	400,480	680,810	800,960	961,150	25
EMCALI E.I.C.E. E.S.P.	CALI - YUMBO - PUERTO TEJADA	Ago-22	2022	8	312,050	52,120	63,710	280,750	60,500	68,470	837,580		335,030	418,790	711,940	837,580	1005,100	25
EMCALI E.I.C.E. E.S.P.	CALI - YUMBO - PUERTO TEJADA	Sep-22	2022	9	311,990	50,840	64,030	270,770	63,860	41,690	803,200		338,450	423,070	682,720	803,200	963,840	25
EMCALI E.I.C.E. E.S.P.	CALI - YUMBO - PUERTO TEJADA	Oct-22	2022	10	310,790	46,170	63,310	263,030	61,930	28,580	773,810		326,070	407,590	657,740	773,810	928,580	25
EMCALI E.I.C.E. E.S.P.	CALI - YUMBO - PUERTO TEJADA	Nov-22	2022	11	311,840	47,100	63,140	270,170	60,570	25,890	778,710		328,130	410,170	661,900	778,710	934,450	25
EMCALI E.I.C.E. E.S.P.	CALI - YUMBO - PUERTO TEJADA	Dic-22	2022	12	312,860	50,310	63,920	271,490	60,260	33,720	792,560		330,660	413,330	673,680	792,560	951,080	25
EEP S.A. E.S.P. (Cartago)	CARTAGO	Ene-22	2022	1	282,400	43,680	43,950	230,510	59,340	19,410	679,290	672,030	268,810	336,010	571,220	672,030	806,430	25
EEP S.A. E.S.P. (Cartago)	CARTAGO	Feb-22	2022	2	281,450	45,130	44,260	252,310	60,990	23,120	707,260	678,750	271,500	339,370	576,930	678,750	814,490	25
EEP S.A. E.S.P. (Cartago)	CARTAGO	Mar-22	2022	3	306,100	43,110	47,430	260,180	61,940	19,490	738,250	685,530	274,210	342,770	582,700	685,530	822,640	25
EEP S.A. E.S.P. (Cartago)	CARTAGO	Abr-22	2022	4	263,030	40,330	67,210	258,500	65,480	33,320	727,870	692,390	276,960	346,190	588,530	692,390	830,870	25
EEP S.A. E.S.P. (Cartago)	CARTAGO	May-22	2022	5	253,530	40,980	66,140	217,710	64,500	39,060	681,930	623,230	279,720	349,660	594,420	699,310	839,170	25
EEP S.A. E.S.P. (Cartago)	CARTAGO	Jun-22	2022	6	263,130	49,520	69,530	276,020	63,870	54,540	776,630	709,800	283,920	354,900	603,330	709,800	851,760	25
EEP S.A. E.S.P. (Cartago)	CARTAGO	Jul-22	2022	7	280,210	41,910	72,280	282,520	65,230	50,830	792,980	720,450	288,180	360,220	612,380	720,450	864,540	25
EEP S.A. E.S.P. (Cartago)	CARTAGO	Ago-22	2022	8	281,170	52,120	74,930	280,750	67,520	65,700	822,190	756,470	302,590	378,240	643,000	756,470	907,760	25
EEP S.A. E.S.P. (Cartago)	CARTAGO	Sep-22	2022	9	283,440	50,850	75,800	270,780	68,590	42,900	792,360	782,190	312,880	391,100	664,860	782,190	938,630	25
EEP S.A. E.S.P. (Cartago)	CARTAGO	Oct-22	2022	10	292,770	46,170	76,980	263,030	55,580	27,580	762,100	751,690	300,670	375,840	638,930	751,690	902,020	25
EEP S.A. E.S.P. (Cartago)	CARTAGO	Nov-22	2022	11	292,520	47,100	76,770	270,170	56,110	25,770	768,450	751,690	300,670	375,840	638,930	751,690	902,030	25
EEP S.A. E.S.P. (Cartago)	CARTAGO	Dic-22	2022	12	283,240	50,310	75,600	271,490	56,590	34,370	771,600	757,470	302,990	378,730	643,850	757,470	908,960	25
EMEESA S.A. E.S.P.	POPAYÁN - PURACÉ	Ene-22	2022	1	241,170	43,680	45,910	230,510	89,150	18,400	668,830	706,430	353,220	600,470	706,430	847,720		25
EMEESA S.A. E.S.P.	POPAYÁN - PURACÉ	Feb-22	2022	2	261,450	45,130	49,490	230,510	92,770	24,200	703,550	710,670	355,340	604,070	710,670	852,800		25
EMEESA S.A. E.S.P.	POPAYÁN - PURACÉ	Mar-22	2022	3	253,700	43,110	47,860	252,310	92,520	19,600	709,100	714,930	357,470	607,690	714,930	857,920		25
EMEESA S.A. E.S.P.	POPAYÁN - PURACÉ	Abr-22	2022	4	255,680	40,330	48,230	258,500	91,020	27,780	721,540	719,220	359,610	611,340	719,220	863,070		25
EMEESA S.A. E.S.P.	POPAYÁN - PURACÉ	May-22	2022	5	258,610	40,980	49,510	262,270	96,870	34,690	742,930	723,540	361,770	615,010	723,540	868,250		25
EMEESA S.A. E.S.P.	POPAYÁN - PURACÉ	Jun-22	2022	6														25
EMEESA S.A. E.S.P.	POPAYÁN - PURACÉ	Jul-22	2022	7	265,420	41,910	50,830	282,520	93,690	44,750	779,120	732,250	366,120	622,410	732,250	878,700		25
EMEESA S.A. E.S.P.	POPAYÁN - PURACÉ	Ago-22	2022	8	273,480	52,120	44,500	280,750	92,410	68,690	811,930	736,640	368,320	626,140	736,640	883,970		25
EMEESA S.A. E.S.P.	POPAYÁN - PURACÉ	Sep-22	2022	9														25
EMEESA S.A. E.S.P.	POPAYÁN - PURACÉ	Oct-22	2022	10	273,700	46,170	44,240	263,030	94,950	25,620	747,710	708,500	354,250	602,230	708,500	850,200		25
EMEESA S.A. E.S.P.	POPAYÁN - PURACÉ	Nov-22	2022	11														25
EMEESA S.A. E.S.P.	POPAYÁN - PURACÉ	Dic-22	2022	12														25
EMEVASI S.A. E.S.P.	SIBUNDOY	Ene-22	2022	1	265,370	43,680	49,890	169,900	178,150	21,580	728,570		291,430	364,290	619,290	728,570	874,280	25
EMEVASI S.A. E.S.P.	SIBUNDOY	Feb-22	2022	2	261,880	45,130	49,620	174,210	179,120	25,440	735,400		294,160	367,700	625,090	735,400	882,480	25
EMEVASI S.A. E.S.P.	SIBUNDOY	Mar-22	2022	3	277,050	43,110	51,710	187,020	184,490	51,710	762,060		304,820	381,030	647,750	762,060	914,470	25
EMEVASI S.A. E.S.P.	SIBUNDOY	Abr-22	2022	4	282,550	40,330	52,730	200,060	175,670	33,470	784,800		313,920	392,400	667,080	784,800	941,760	25
EMEVASI S.A. E.S.P.	SIBUNDOY	May-22	2022	5	287,810	40,980	54,470	245,350	185,590	42,370	856,560		342,630	428,280	728,080	856,570	1027,890	25
EMEVASI S.A. E.S.P.	SIBUNDOY	Jun-22	2022	6	293,430	49,520	56,260	242,180	199,480	59,670	900,550		360,220	450,280	765,470	900,550	1080,660	25
EMEVASI S.A. E.S.P.	SIBUNDOY	Jul-22	2022	7	294,400	41,910	55,730	306,580	199,350	54,410	952,390		380,950	476,190	809,530	952,390	1142,860	25
EMEVASI S.A. E.S.P.	SIBUNDOY	Ago-22	2022	8	300,400	52,120	58,150	310,190	195,550	66,010	982,420		392,970	491,210	835,060	982,420	1178,900	25
EMEVASI S.A. E.S.P.	SIBUNDOY	Sep-22	2022	9	300,200	50,840	58,210	306,790	193,910	47,940	957,910		396,980	496,230	814,230	957,910	1149,500	25
EMEVASI S.A. E.S.P.	SIBUNDOY	Oct-22	2022	10	300,080	46,170	57,390	305,380	214,390	28,720	952,130		400,680	500,850	809,310	952,130	1142,560	25
EMEVASI S.A. E.S.P.	SIBUNDOY	Nov-22	2022	11	293,700	47,100	56,350	299,890	197,790	27,090	921,920		403,550	504,440	783,640	921,920	1106,310	25
EMEVASI S.A. E.S.P.	SIBUNDOY	Dic-22	2022	12	292,540	50,310	56,980	305,130	200,330	32,270	937,560		406,660	508,320	796,930	937,560	1125,070	25
EMSA S.A. E.S.P.	META	Ene-22	2022	1	272,320	41,290	61,040	170,540	72,650	22,790	640,630	683,560	273,430	341,780	581,030	683,560	820,280	25
EMSA S.A. E.S.P.	META	Feb-22	2022	2	266,070	47,520	61,650	174,210	75,650	25,790	650,890	690,400	276,160	345,200	586,840	690,400	828,480	25
EMSA S.A. E.S.P.	META	Mar-22	2022	3	290,750	43,110	65,370	187,020	75,120	19,070	680,430	697,300	278,920	348,650	592,710	697,300	836,760	25
EMSA S.A. E.S.P.	META	Abr-22	2022	4	264,910	40,330	61,730	200,060	75,420	36,950	679,400	704,280	281,710	352,140	598,630	704,280	845,130	25
EMSA S.A. E.S.P.	META	May-22	2022	5	267,900	40,980	63,300	245,350	81,450	41,430	740,400	711,320	284,530	355,660	604,620	711,320	853,580	25
EMSA S.A. E.S.P.	META	Jun-22	2022	6	276,200	49,520	65,470	242,180	83,580	55,840	772,800	718,430	287,370	359,220	610,670	718,430	862,120	25
EMSA S.A. E.S.P.	META	Jul-22	2022	7	274,430	41,910	64,950	306,580	85,020	52,390	825,280	725,620	290,250	362,810	616,770	725,620	870,740	25
EMSA S.A. E.S.P.	META	ago-22	2022	8	281,180	52,120	67,820	310,190	88,920	73,120	873,360	740,130	296,050	370,060	629,110	740,130	888,150	25
EMSA S.A. E.S.P.	META	Sep-22	2022	9	282,360	50,850	68,580	306,800	95,340	49,850	853,770	754,930	301,970	377,470	641,690	754,930	905,920	25
EMSA S.A. E.S.P.	META	Oct-22	2022	10	290,530	49,810	69,660	305,380	97,410	30,530	843,320	744,480	297,790	372,240	632,800	744,480	893,370	25
EMSA S.A. E.S.P.	META	Nov-22	2022	11	284,910	43,460	67,650	299,890	89,620	28,910	814,440	715,600	286,240	357,810	608,260	715,600	858,720	25
EMSA S.A. E.S.P.	META	Dic-22	2022	12	286,900	50,310	57,290	305,130	90,060	35,590	825,280	721,100	288,440	360,550	612,930	721,100	865,320	25
ENELAR S.A. E.S.P.	ARAUCA	Ene-22	2022	1	268,620	41,290	40,260	205,430	86,470	27,220	669,290	642,720	269,680	337,100	546,310	642,720	771,270	25
ENELAR S.A. E.S.P.	ARAUCA	Feb-22	2022	2	273,990	47,520	41,870	208,540	89,620	31,290	692,830	655,580	274,160	342,700	557,240	655,580	786,690	25
ENELAR S.A. E.S.P.	ARAUCA	Mar-22	2022	3	315,420	43,110	47,000	218,320	92,060	24,730	740,640	668,690	278,640	348,300	568,390	668,690	802,430	25
ENELAR S.A. E.S.P.	ARAUCA	Abr-22	2022	4	267,860	40,330	40,880	227,840	97,160	48,020	722,090	682,060	281,420	351,780	579,750	682,060	818,480	25
ENELAR S.A. E.S.P.	ARAUCA	May-22	2022	5	247,010	40,990	38,540	228,160	98,890	56,070	709,650	695,700	284,930	356,170	591,350	695,700	834,840	25
ENELAR S.A. E.S.P.	ARAUCA	Jun-22	2022	6	244,670	49,520	38,860	234,330	78,960	73,470	719,810	709,620	283,850	354,810	603,180	709,620	851,540	25
ENELAR S.A. E.S.P.	ARAUCA	Jul-22	2022	7	253,080	41,910	39,510	243,750	85,380	65,770	729,410	723,600	289,440	361,800	615,060	723,600	868,320	25
ENELAR S.A. E.S.P.	ARAUCA	Ago-22	2022	8	248,230	52,120	40,560	246,370	87,460	92,420	767,170	738,070	295,230	369,040	627,360	738,070	885,690	25
ENELAR S.A. E.S.P.	ARAUCA	Sep-22	2022	9	254,900	50,840	41,550	247,750	147,410	56,340	798,810	753,050	301,220	376,520	640,090	753,050	903,660	25
ENELAR S.A. E.S.P.	ARAUCA	Oct-22	2022	10	285,460	49,810	45,760	251,480	146,410	37,850	816,770	753,050	301,220	376,530	640,090	753,050	903,660	25
ENELAR S.A. E.S.P.	ARAUCA	Nov-22	2022	11	299,210	46,170	47,390	258,430	149,010	34,630	834,850	753,050	301,220	376,530	640,090	753,050	903,660	25
ENELAR S.A. E.S.P.	ARAUCA	Dic-22	2022	12	254,320	50,310	41,590	241,940	149,670	44,700	782,520	761,340	304,530	380,670	647,140	761,340	913,600	25
ENERCA S.A. E.S.P.	CASANARE	Ene-22	2022	1	287,420	43,680	53,560	169,900	64,480	22,470	641,510	715,030	286,010	357,520	607,780	715,000	858,040	25
ENERCA S.A. E.S.P.	CASANARE	Feb-22	2022	2	264,430	45,130	50,080	174,210	62,830	30,190	626,870	729,330	291,730	364,670	619,930	729,330	875,200	25
ENERCA S.A. E.S.P.	CASANARE	Mar-22	2022	3	295,800	43,110	54,830	187,020	63,170	24,250	668,180	726,060	290,420	363,030	617,150	726,060	871,270	25
ENERCA S.A. E.S.P.	CASANARE	Abr-22	2022	4	263,590	40,330	49,660	197,560	65,420	43,300	659,860	654,310	261,720	327,150	556,160	654,310	785,170	25
ENERCA S.A. E.S.P.	CASANARE	May-22	2022	5	255,800	40,980	49,140	247,850	65,160	49,850	708,780	667,400	266,960	333,700	567,290	667,400	800,880	25
ENERCA S.A. E.S.P.	CASANARE	Jun-22	2022	6	263,530	49,520	51,300	242,180	67,640	66,780	740,960	680,740	272,300	340,370	578,630	680,740	816,890	25
ENERCA S.A. E.S.P.	CASANARE	Jul-22	2022	7	268,530	41,910	51,390	306,580	71,720	64,450	804,580	694,360	277,740	347,180	590,200	694,360	833,230	25
ENERCA S.A. E.S.P.	CASANARE	Ago-22	2022	8	270,490	52,120	111,430	310,190	75,420	88,100	907,750	708,250	283,300	354,120	602,010	708,250	849,900	25
ENERCA S.A. E.S.P.	CASANARE	Sep-22	2022	9	272,550	50,840	112,930	306,790	82,020	56,090	881,250	722,410	288,960	361,210	614,050	722,410	866,890	25
ENERCA S.A. E.S.P.	CASANARE	Oct-22	2022	10	288,390	49,810	114,440	305,380	79,350	35,040	872,410	713,570	285,430	356,780	606,530	713,570	856,280	25
ENERCA S.A. E.S.P.	CASANARE	Nov-22	2022	11	284,280	47,100	171,010	299,890	77,120	33,590	912,990	709,380	283,750	354,690	602,970	709,380	851,260	25
